app_ts,sensor_ts,x,y,z,accuracy
6.41,1471045.389,-0.02574,0.02379,-0.01698,3
6.428,1471045.399,-0.02162,0.03398,-0.02011,3
6.43,1471045.408,-0.02197,0.03571,-0.01986,3
6.448,1471045.418,-0.02194,0.03932,-0.01408,3
6.45,1471045.428,-0.02405,0.04363,-0.00607,3
6.464,1471045.438,-0.03143,0.04184,-0.00084,3
6.472,1471045.448,-0.03431,0.04311,0.00103,3
6.483,1471045.458,-0.03313,0.03391,0.00237,3
6.49,1471045.468,-0.03154,0.01262,0.00361,3
6.505,1471045.478,-0.02808,-0.00925,0.00379,3
6.509,1471045.488,-0.02159,-0.01894,0.00489,3
6.519,1471045.498,-0.01599,-0.02988,0.00545,3
6.529,1471045.508,-0.01096,-0.03264,0.00724,3
6.54,1471045.518,-0.00644,-0.01991,0.00754,3
6.549,1471045.528,-0.00229,-0.00082,0.00393,3
6.559,1471045.537,0.0078,0.00757,0.00361,3
6.568,1471045.547,0.01403,-0.00164,0.00428,3
6.58,1471045.557,0.02323,-0.00742,0.00412,3
6.588,1471045.567,0.03033,-0.01765,0.00435,3
6.598,1471045.577,0.03063,-0.02021,0.00365,3
6.608,1471045.587,0.02747,-0.01101,-0.00044,3
6.618,1471045.597,0.0211,-7e-05,-0.00106,3
6.628,1471045.607,0.01325,0.0025,-0.00354,3
6.638,1471045.617,0.00805,0.00782,-0.00318,3
6.648,1471045.627,0.00272,0.00421,-0.00408,3
6.658,1471045.637,-0.00077,0.00298,-0.00302,3
6.668,1471045.647,-0.00429,0.00199,-0.00145,3
6.681,1471045.657,-0.00372,-0.00257,-0.00175,3
6.688,1471045.667,-0.00304,-0.00738,-0.00482,3
6.698,1471045.676,-0.00351,-0.00333,-0.0062,3
6.708,1471045.686,-0.01063,0.00248,-0.00841,3
6.718,1471045.696,-0.01436,0.01178,-0.00918,3
6.728,1471045.706,-0.01564,0.01475,-0.00696,3
6.738,1471045.716,-0.01354,0.0148,-0.00478,3
6.748,1471045.726,-0.00895,0.01094,-0.00077,3
6.758,1471045.736,-0.00255,-0.00068,0.00257,3
6.767,1471045.746,0.0001,-0.01215,0.00475,3
6.778,1471045.756,0.00072,-0.01515,0.00424,3
6.788,1471045.766,0.0008,-0.02506,0.00483,3
6.798,1471045.776,-0.00047,-0.03526,0.0055,3
6.807,1471045.786,-0.00182,-0.03875,0.00094,3
6.817,1471045.796,-0.00632,-0.03822,-0.00304,3
6.827,1471045.805,-0.01304,-0.03299,-0.00709,3
6.838,1471045.815,-0.02278,-0.01962,-0.0075,3
6.847,1471045.825,-0.02494,-0.00941,-0.00796,3
6.856,1471045.835,-0.02527,-0.01286,-0.00202,3
6.866,1471045.845,-0.02225,-0.0166,0.00051,3
6.876,1471045.855,-0.01904,-0.02429,0.00471,3
6.886,1471045.865,-0.02012,-0.03042,0.0075,3
6.897,1471045.875,-0.02094,-0.03428,0.00681,3
6.906,1471045.885,-0.02155,-0.03222,0.00367,3
6.916,1471045.895,-0.02763,-0.02388,0.00014,3
6.926,1471045.905,-0.03695,-0.01216,-0.0003,3
6.938,1471045.915,-0.03965,-0.00471,-0.00379,3
6.946,1471045.925,-0.04384,0.00283,-0.00716,3
6.956,1471045.935,-0.04897,0.00712,-0.01018,3
6.967,1471045.944,-0.0526,0.01672,-0.01826,3
6.975,1471045.954,-0.0529,0.02934,-0.02498,3
6.985,1471045.964,-0.06185,0.03374,-0.02761,3
6.995,1471045.974,-0.06863,0.03306,-0.02941,3
7.006,1471045.984,-0.07187,0.03229,-0.02806,3
7.017,1471045.994,-0.07896,0.02618,-0.02583,3
7.026,1471046.004,-0.08207,0.03081,-0.02372,3
7.035,1471046.014,-0.08512,0.04355,-0.01939,3
7.046,1471046.024,-0.08357,0.05053,-0.01487,3
7.056,1471046.034,-0.07001,0.05456,-0.00995,3
7.066,1471046.044,-0.05383,0.05487,-0.00393,3
7.075,1471046.054,-0.0348,0.05362,0.00056,3
7.085,1471046.064,-0.01772,0.04506,0.00449,3
7.094,1471046.073,-0.00267,0.03983,0.00527,3
7.105,1471046.083,0.00581,0.03288,0.00061,3
7.115,1471046.093,-0.00052,0.02625,-0.00319,3
7.125,1471046.103,-0.00384,0.03182,-0.00721,3
7.134,1471046.113,-0.00853,0.03332,-0.00677,3
7.145,1471046.123,-0.01574,0.02519,-0.00496,3
7.154,1471046.133,-0.01346,0.01792,-0.00066,3
7.165,1471046.143,-0.00969,0.01292,0.00564,3
7.174,1471046.153,-0.00429,0.01271,0.01227,3
7.186,1471046.163,-0.00162,0.00731,0.01681,3
7.197,1471046.173,-0.00384,0.00093,0.02077,3
7.207,1471046.183,-0.00503,-0.00248,0.01955,3
7.214,1471046.193,-0.00564,0.00482,0.01447,3
7.225,1471046.203,-0.01103,0.01007,0.00977,3
7.235,1471046.212,-0.01609,0.0123,0.00274,3
7.244,1471046.222,-0.02529,0.01881,-0.00103,3
7.254,1471046.232,-0.03074,0.0278,-0.00297,3
7.264,1471046.242,-0.04299,0.03285,-0.00213,3
7.274,1471046.252,-0.04698,0.03801,-0.00447,3
7.284,1471046.262,-0.05405,0.0352,-0.00607,3
7.293,1471046.272,-0.05536,0.02806,-0.00991,3
7.303,1471046.282,-0.04927,0.01723,-0.01145,3
7.314,1471046.292,-0.0458,0.00677,-0.01269,3
7.323,1471046.302,-0.0389,0.00323,-0.01176,3
7.333,1471046.312,-0.03637,0.0036,-0.01227,3
7.343,1471046.322,-0.03384,0.01047,-0.01311,3
7.353,1471046.332,-0.03156,0.01457,-0.01543,3
7.364,1471046.342,-0.02459,0.02374,-0.01836,3
7.373,1471046.351,-0.01101,0.03121,-0.0195,3
7.383,1471046.361,-0.00255,0.03547,-0.01681,3
7.392,1471046.371,0.00487,0.03189,-0.01103,3
7.403,1471046.381,0.00532,0.02168,-0.00185,3
7.413,1471046.391,0.0045,0.00466,0.0071,3
7.428,1471046.401,-0.00131,-0.01353,0.01286,3
7.459,1471046.411,-0.00579,-0.02887,0.01627,3
7.461,1471046.421,-0.00496,-0.03438,0.01539,3
7.461,1471046.431,-0.00623,-0.03513,0.0163,3
7.466,1471046.441,-0.0018,-0.02449,0.01468,3
7.472,1471046.451,0.00515,-0.00496,0.01234,3
7.482,1471046.461,0.00925,0.0085,0.00986,3
7.491,1471046.471,0.00827,0.01264,0.00157,3
7.501,1471046.48,0.01061,0.01253,-0.00387,3
7.511,1471046.49,0.00885,0.00956,-0.00777,3
7.522,1471046.5,0.00141,0.01883,-0.00833,3
7.534,1471046.51,0.00086,0.0222,-0.00513,3
7.542,1471046.52,0.00442,0.01676,-0.00571,3
7.551,1471046.53,0.00534,0.01576,-0.00689,3
7.562,1471046.54,0.0092,0.01606,-0.01215,3
7.571,1471046.55,0.00546,0.01557,-0.01714,3
7.582,1471046.56,-0.00024,0.01784,-0.0203,3
7.591,1471046.57,-0.00515,0.01979,-0.0214,3
7.602,1471046.58,-0.00754,0.02149,-0.0173,3
7.611,1471046.59,-0.00606,0.01616,-0.01171,3
7.621,1471046.6,-0.00356,0.01377,-0.00843,3
7.633,1471046.61,0.00051,0.01616,-0.00831,3
7.643,1471046.619,0.00154,0.02644,-0.011,3
7.65,1471046.629,0.00206,0.03611,-0.0136,3
7.662,1471046.639,0.00187,0.04025,-0.01721,3
7.67,1471046.649,0.00232,0.03871,-0.01772,3
7.681,1471046.659,0.00332,0.02806,-0.01723,3
7.69,1471046.669,0.00269,0.00677,-0.02065,3
7.701,1471046.679,0.00168,-0.00894,-0.0281,3
7.713,1471046.689,0.00522,-0.00892,-0.02318,3
7.721,1471046.699,0.00976,-0.00791,-0.02147,3
7.73,1471046.709,0.01763,-0.0015,-0.02475,3
7.74,1471046.719,0.02224,-0.00182,-0.02461,3
7.75,1471046.729,0.03074,0.00047,-0.02335,3
7.761,1471046.739,0.03655,0.00328,-0.02143,3
7.77,1471046.748,0.04044,0.00482,-0.0173,3
7.781,1471046.758,0.03807,0.0045,-0.01115,3
7.79,1471046.768,0.03737,0.00721,-0.0085,3
7.8,1471046.778,0.03032,0.00937,-0.00314,3
7.809,1471046.788,0.02649,0.01152,0.00457,3
7.82,1471046.798,0.02143,0.01449,0.01264,3
7.83,1471046.808,0.01499,0.0233,0.01733,3
7.84,1471046.818,0.00658,0.03018,0.01759,3
7.849,1471046.828,-0.00211,0.04077,0.01522,3
7.86,1471046.838,-0.01691,0.03826,0.00878,3
7.869,1471046.848,-0.03121,0.03286,-0.00218,3
7.88,1471046.858,-0.04501,0.0277,-0.01171,3
7.89,1471046.868,-0.06475,0.02571,-0.01672,3
7.9,1471046.878,-0.08393,0.0307,-0.0151,3
7.909,1471046.887,-0.10381,0.03138,-0.01452,3
7.92,1471046.897,-0.12104,0.03992,-0.01344,3
7.929,1471046.907,-0.14118,0.05887,-0.004,3
7.939,1471046.917,-0.16239,0.08725,0.01218,3
7.948,1471046.927,-0.19,0.13617,0.0251,3
7.958,1471046.937,-0.23717,0.19778,0.03937,3
7.971,1471046.947,-0.30027,0.2684,0.06515,3
7.98,1471046.957,-0.38868,0.36533,0.12163,3
7.989,1471046.967,-0.47855,0.39392,0.16799,3
7.998,1471046.977,-0.52302,0.33908,0.14537,3
8.008,1471046.987,-0.53152,0.22188,0.09041,3
8.024,1471046.997,-0.51583,0.11956,0.0872,3
8.028,1471047.007,-0.47077,0.02786,0.10551,3
8.048,1471047.016,-0.40273,-0.00915,0.13271,3
8.052,1471047.026,-0.32596,-0.00375,0.16078,3
8.057,1471047.036,-0.24311,0.02121,0.20153,3
8.067,1471047.046,-0.16034,0.07154,0.23908,3
8.078,1471047.056,-0.08418,0.12711,0.25648,3
8.087,1471047.066,-0.02646,0.1664,0.26114,3
8.097,1471047.076,0.00471,0.17514,0.2699,3
8.107,1471047.086,0.01286,0.16403,0.28403,3
8.117,1471047.096,0.00377,0.14151,0.3028,3
8.127,1471047.106,-0.02438,0.1249,0.32938,3
8.138,1471047.116,-0.05377,0.12727,0.35671,3
8.147,1471047.126,-0.09076,0.14298,0.37622,3
8.157,1471047.136,-0.121,0.1646,0.38062,3
8.167,1471047.146,-0.14579,0.18605,0.38057,3
8.178,1471047.155,-0.16204,0.21761,0.36812,3
8.187,1471047.165,-0.17181,0.25841,0.3499,3
8.197,1471047.175,-0.17045,0.29934,0.32426,3
8.207,1471047.185,-0.17195,0.33381,0.29728,3
8.217,1471047.195,-0.16734,0.24833,0.25569,3
8.23,1471047.205,-0.15017,-0.08111,0.15649,3
8.237,1471047.215,-0.14059,-0.43298,0.0122,3
8.246,1471047.225,-0.15249,-0.67199,-0.11364,3
8.257,1471047.235,-0.16394,-0.78695,-0.19134,3
8.266,1471047.245,-0.17068,-0.6101,-0.14153,3
8.276,1471047.255,-0.1605,-0.3,0.0,0
